,carat,cut,color,clarity,depth,table,price,x,y,z,log_price,volume
6251,1.05,4,1,3,61.7,59.0,4010,6.52,6.58,4.04,8.296546520300614,173.32246399999997
6252,1.17,1,3,3,63.6,62.0,4010,6.65,6.55,4.2,8.296546520300614,182.9415
6253,0.93,3,2,2,58.8,60.0,4010,6.49,6.37,3.78,8.296546520300614,156.270114
6254,0.93,3,2,2,62.5,58.0,4010,6.22,6.19,3.88,8.296546520300614,149.386984
6255,0.92,4,1,3,62.1,58.0,4011,6.18,6.22,3.85,8.296795865770052,147.99246
6256,0.92,3,1,3,61.7,59.0,4011,6.18,6.27,3.84,8.296795865770052,148.79462399999997
6257,0.92,2,1,3,62.2,56.0,4011,6.2,6.24,3.87,8.296795865770052,149.72256000000002
6258,0.92,2,1,3,62.1,57.0,4011,6.2,6.26,3.87,8.296795865770052,150.20244
6259,0.92,2,1,3,62.1,53.0,4011,6.22,6.25,3.87,8.296795865770052,150.44625
6260,0.9,2,5,7,61.9,55.0,4011,6.21,6.23,3.85,8.296795865770052,148.94995500000002
6261,1.01,1,2,3,58.3,60.0,4011,6.64,6.66,3.88,8.296795865770052,171.582912
6262,1.01,1,2,3,59.4,60.0,4011,6.44,6.49,3.84,8.296795865770052,160.49510400000003
6263,1.27,3,6,5,62.8,58.0,4011,6.96,6.92,4.36,8.296795865770052,209.991552
6264,0.91,4,4,5,63.5,57.0,4012,6.12,6.16,3.9,8.297045149081827,147.02688
6265,0.87,2,0,3,61.4,54.0,4012,6.15,6.2,3.79,8.297045149081827,144.51270000000002
6266,0.74,2,2,6,60.9,57.0,4013,5.83,5.86,3.56,8.297294370266917,121.623128
6267,0.9,1,2,3,61.9,59.0,4013,6.09,6.12,3.78,8.297294370266917,140.883624
6268,1.04,4,2,3,63.2,58.0,4013,6.39,6.34,4.02,8.297294370266917,162.860652
6269,1.04,2,5,5,62.9,56.0,4013,6.5,6.41,4.06,8.297294370266917,169.1599
6270,1.04,3,2,3,62.8,60.0,4013,6.41,6.38,4.01,8.297294370266917,163.992158
6271,0.71,4,0,7,61.7,58.0,4014,5.71,5.74,3.53,8.297543529356284,115.697162
6272,1.12,3,4,3,62.1,56.0,4014,6.7,6.65,4.14,8.297543529356284,184.4577
6273,1.12,3,1,0,61.0,59.0,4014,6.74,6.7,4.1,8.297543529356284,185.1478
6274,1.0,3,1,3,60.4,62.0,4014,6.52,6.42,3.91,8.297543529356284,163.66634399999998
6275,1.0,4,4,3,63.0,61.0,4015,6.31,6.35,3.99,8.297792626380861,159.873315
6276,1.0,1,5,2,63.2,56.0,4015,6.31,6.37,4.01,8.297792626380861,161.18074699999997
6277,0.71,2,3,6,61.2,56.0,4015,5.75,5.81,3.54,8.297792626380861,118.26255
6278,0.9,2,4,3,61.0,56.0,4016,6.23,6.29,3.82,8.298041661371565,149.693194
6279,0.9,1,2,2,59.3,56.0,4016,6.27,6.32,3.73,8.298041661371565,147.806472
6280,1.01,1,5,4,63.8,57.0,4016,6.31,6.23,4.0,8.298041661371565,157.2452
6281,1.01,4,2,3,60.8,63.0,4017,6.38,6.32,3.86,8.298290634359283,155.641376
6282,1.01,3,2,3,62.5,61.0,4017,6.37,6.33,3.97,8.298290634359283,160.078737
6283,1.01,2,2,3,62.7,57.0,4017,6.43,6.37,4.01,8.298290634359283,164.24599099999998
6284,1.25,3,6,3,61.3,58.0,4018,6.98,6.95,4.27,8.29853954537488,207.14197
6285,0.97,4,5,5,62.2,55.9,4018,6.34,6.29,3.94,8.29853954537488,157.121684
6286,1.05,3,3,3,62.7,54.0,4018,6.51,6.48,4.07,8.29853954537488,171.69213600000003
6287,0.91,3,4,5,62.5,59.0,4018,6.19,6.09,3.84,8.29853954537488,144.75686399999998
6288,0.97,3,2,3,58.9,58.0,4020,6.51,6.47,3.82,8.299037181613066,160.89725399999998
6289,0.97,1,4,2,62.1,60.0,4020,6.24,6.29,3.89,8.299037181613066,152.680944
6290,1.07,2,3,3,61.1,57.0,4021,6.61,6.65,4.05,8.299285906897275,178.02382500000002
6291,0.9,4,4,4,62.5,56.0,4021,6.13,6.19,3.85,8.299285906897275,146.08709500000003
6292,0.9,4,4,4,63.0,62.0,4021,6.09,6.0,3.81,8.299285906897275,139.2174
6293,1.15,4,6,3,63.6,57.0,4021,6.6,6.64,4.21,8.299285906897275,184.49904
6294,0.7,2,2,6,62.7,54.0,4021,5.66,5.7,3.56,8.299285906897275,114.85272
6295,0.7,4,0,7,62.8,60.0,4022,5.65,5.69,3.56,8.299534570332597,114.44866000000002
6296,1.01,3,3,3,59.4,60.0,4022,6.55,6.58,3.9,8.299534570332597,168.0861
6297,0.65,2,0,6,61.8,57.0,4022,5.54,5.56,3.43,8.299534570332597,105.652232
6298,0.91,2,5,4,61.9,56.0,4022,6.2,6.23,3.85,8.299534570332597,148.7101
6299,0.9,1,3,5,63.6,59.0,4022,6.1,6.04,3.86,8.299534570332597,142.21784
6300,1.14,3,6,3,62.3,56.0,4022,6.73,6.66,4.17,8.299534570332597,186.906906
6301,0.9,3,3,5,61.0,58.0,4022,6.2,6.13,3.76,8.299534570332597,142.90256
6302,0.9,3,3,5,59.6,61.0,4022,6.25,6.2,3.71,8.299534570332597,143.7625
6303,1.14,3,0,0,61.8,59.0,4022,6.74,6.62,4.13,8.299534570332597,184.275644
6304,1.5,3,4,0,62.9,60.0,4022,7.31,7.22,4.57,8.299534570332597,241.196374
6305,1.5,1,4,0,64.0,56.0,4022,7.18,7.05,4.56,8.299534570332597,230.82264
6306,1.0,3,2,2,62.8,61.0,4022,6.37,6.25,3.96,8.299534570332597,157.6575
6307,1.01,4,4,3,63.9,56.0,4023,6.29,6.38,4.05,8.299783171949787,162.52731
6308,0.83,2,1,2,61.5,55.0,4024,6.05,6.08,3.73,8.300031711779575,137.20432
6309,1.23,2,4,0,61.8,56.0,4025,6.85,6.91,4.25,8.300280189852664,201.167375
6310,0.56,4,0,1,62.5,59.0,4025,5.26,5.3,3.3,8.300280189852664,91.99739999999998
6311,1.13,1,2,3,64.0,58.0,4025,6.58,6.52,4.19,8.300280189852664,179.757704
6312,1.13,3,2,3,58.3,61.0,4025,6.88,6.78,3.98,8.300280189852664,185.652672
6313,0.91,3,2,2,61.0,59.0,4026,6.23,6.19,3.79,8.300528606199737,146.15642300000002
6314,0.96,3,4,2,63.0,58.0,4026,6.27,6.23,3.94,8.300528606199737,153.904674
6315,1.0,1,1,3,64.0,54.0,4026,6.31,6.26,4.01,8.300528606199737,158.397406
6316,0.71,2,1,6,61.9,55.0,4027,5.73,5.77,3.56,8.300776960851454,117.701076
6317,0.94,3,1,3,62.4,58.0,4027,6.33,6.26,3.93,8.300776960851454,155.72939399999998
6318,1.16,2,6,2,60.7,57.0,4028,6.83,6.77,4.13,8.301025253838453,190.967483
6319,1.01,1,2,3,61.3,62.0,4028,6.44,6.48,3.96,8.301025253838453,165.25555200000002
6320,1.11,3,5,3,61.2,61.0,4028,6.69,6.65,4.08,8.301025253838453,181.51308
6321,1.11,4,4,3,63.4,55.0,4028,6.54,6.51,4.14,8.301025253838453,176.262156
6322,1.0,1,4,5,63.8,59.0,4028,6.28,6.26,4.0,8.301025253838453,157.2512
6323,1.11,4,4,3,61.5,59.0,4029,6.56,6.61,4.05,8.301273485191347,175.61448
6324,0.71,2,0,5,60.1,56.0,4029,5.77,5.83,3.48,8.301273485191347,117.064068
6325,0.71,2,0,5,61.2,57.0,4029,5.72,5.76,3.51,8.301273485191347,115.64467199999996
6326,0.71,2,0,5,61.2,55.0,4029,5.74,5.78,3.53,8.301273485191347,117.115516
6327,0.71,2,0,5,60.9,56.0,4029,5.76,5.79,3.52,8.301273485191347,117.393408
6328,0.71,2,0,5,61.7,56.0,4029,5.71,5.74,3.53,8.301273485191347,115.697162
6329,0.91,2,3,4,61.3,56.0,4029,6.28,6.21,3.83,8.301273485191347,149.365404
6330,0.71,2,1,7,61.2,57.0,4030,5.73,5.8,3.53,8.301521654940728,117.31602
6331,0.83,2,2,4,62.0,57.0,4030,6.02,5.97,3.72,8.301521654940728,133.694568
6332,0.91,4,1,2,61.9,61.0,4031,6.11,6.14,3.79,8.301769763117166,142.183366
6333,1.06,3,4,3,62.6,58.0,4031,6.52,6.46,4.06,8.301769763117166,171.00395199999997
6334,1.0,3,4,3,61.0,57.0,4032,6.51,6.4,3.94,8.302017809751204,164.15616
6335,1.0,3,6,4,62.8,57.0,4032,6.39,6.35,4.0,8.302017809751204,162.30599999999998
6336,1.0,2,6,4,62.3,56.0,4032,6.43,6.38,3.99,8.302017809751204,163.68336599999998
6337,1.0,3,4,3,61.0,57.0,4032,6.51,6.4,3.94,8.302017809751204,164.15616
6338,0.57,4,0,1,61.3,57.0,4032,5.33,5.41,3.29,8.302017809751204,94.868137
6339,0.9,2,3,3,61.5,57.0,4032,6.19,6.23,3.82,8.302017809751204,147.313334
6340,1.0,0,1,3,57.3,62.0,4032,6.54,6.59,3.76,8.302017809751204,162.05073599999997
6341,1.0,0,3,5,44.0,53.0,4032,6.31,6.24,4.12,8.302017809751204,162.222528
6342,1.0,4,5,2,60.4,63.0,4032,6.44,6.37,3.87,8.302017809751204,158.758236
6343,1.2,3,4,3,59.8,58.0,4032,6.92,6.83,4.11,8.302017809751204,194.253396
6344,0.9,3,4,5,61.6,58.0,4032,6.26,6.18,3.83,8.302017809751204,148.170444
6345,1.01,1,1,2,64.2,56.0,4032,6.31,6.27,4.04,8.302017809751204,159.837348
6346,1.0,3,4,3,62.7,59.0,4032,6.35,6.31,3.97,8.302017809751204,159.07194499999997
6347,1.0,1,5,7,57.4,59.0,4032,6.61,6.53,3.77,8.302017809751204,162.72564100000002
6348,1.5,3,1,0,61.5,58.0,4032,7.38,7.2,4.5,8.302017809751204,239.112
6349,0.93,4,5,4,62.6,59.0,4033,6.17,6.2,3.87,8.302265794873367,148.04298
6350,0.91,2,4,5,62.6,57.0,4033,6.2,6.23,3.89,8.302265794873367,150.25514
6351,1.0,4,2,3,63.4,55.0,4033,6.3,6.38,4.02,8.302265794873367,161.57987999999995
6352,0.9,4,1,2,60.1,58.0,4034,6.25,6.29,3.77,8.302513718514158,148.208125
6353,0.9,2,1,3,61.7,56.0,4034,6.21,6.26,3.85,8.302513718514158,149.66721
6354,0.9,2,1,2,60.1,56.0,4034,6.3,6.35,3.8,8.302513718514158,152.01899999999998
6355,1.03,2,1,2,58.9,56.0,4035,6.61,6.57,3.88,8.302761580704049,168.499476
6356,1.0,4,2,3,63.4,58.0,4036,6.31,6.25,3.98,8.3030093814735,156.96125
6357,0.9,2,3,2,62.4,55.0,4036,6.19,6.15,3.85,8.3030093814735,146.56372500000003
6358,1.0,0,2,3,59.0,67.0,4036,6.48,6.41,3.8,8.3030093814735,157.83984
6359,0.91,3,2,2,61.7,59.0,4036,6.21,6.17,3.82,8.3030093814735,146.365974
6360,0.32,4,5,5,63.2,56.0,576,4.38,4.32,2.75,6.356107660695892,52.034400000000005
6361,0.32,3,5,5,62.8,58.0,576,4.37,4.33,2.73,6.356107660695892,51.657333
6362,0.32,2,5,5,63.0,57.0,576,4.37,4.33,2.74,6.356107660695892,51.846554000000005
6363,0.32,2,5,5,63.0,55.0,576,4.39,4.34,2.75,6.356107660695892,52.39465
6364,0.32,4,5,5,63.4,55.0,576,4.37,4.33,2.76,6.356107660695892,52.224996
6365,0.32,3,4,2,61.9,59.0,576,4.41,4.38,2.72,6.356107660695892,52.538976000000005
6366,0.32,4,4,2,63.1,54.0,576,4.42,4.36,2.77,6.356107660695892,53.381224
6367,0.32,3,4,2,61.3,60.0,576,4.42,4.36,2.69,6.356107660695892,51.839528
6368,0.32,3,4,2,62.2,56.0,576,4.39,4.36,2.72,6.356107660695892,52.061888
6369,0.32,3,4,2,61.9,58.0,576,4.38,4.34,2.7,6.356107660695892,51.32484
6370,0.32,4,4,2,63.1,55.0,576,4.37,4.34,2.75,6.356107660695892,52.15595
6371,0.32,3,1,3,61.2,58.0,576,4.44,4.39,2.7,6.356107660695892,52.62732000000001
6372,0.32,2,1,3,62.7,55.0,576,4.42,4.39,2.76,6.356107660695892,53.55448799999999
6373,0.32,3,1,3,61.7,60.0,576,4.41,4.38,2.71,6.356107660695892,52.345818
6374,0.3,3,4,4,60.0,60.0,576,4.4,4.3,2.61,6.356107660695892,49.3812
6375,0.25,4,2,7,62.0,59.0,576,3.99,4.04,2.49,6.356107660695892,40.13780400000001
6376,0.25,4,2,6,60.7,59.0,576,4.07,4.1,2.48,6.356107660695892,41.38376
6377,0.25,3,1,6,60.7,60.0,576,4.09,4.11,2.49,6.356107660695892,41.856651
6378,0.25,2,1,6,61.2,57.0,576,4.08,4.12,2.51,6.356107660695892,42.19209599999999
6379,0.25,3,1,7,61.5,59.0,576,4.02,4.04,2.48,6.356107660695892,40.277184
6380,0.25,3,1,7,62.5,59.0,576,4.02,4.05,2.52,6.356107660695892,41.02812
6381,0.25,2,1,7,62.1,57.0,576,4.04,4.07,2.52,6.356107660695892,41.43585600000001
6382,0.25,3,1,7,62.0,59.0,576,4.05,4.08,2.52,6.356107660695892,41.64048
6383,0.25,3,2,1,61.1,58.0,576,4.08,4.1,2.5,6.356107660695892,41.81999999999999
6384,0.25,4,1,6,62.9,59.0,576,3.99,4.02,2.52,6.356107660695892,40.420296
6385,0.25,3,1,7,62.5,59.0,576,4.02,4.04,2.52,6.356107660695892,40.926816
6386,0.25,1,1,7,63.1,56.0,576,4.0,4.05,2.54,6.356107660695892,41.148
6387,0.25,2,1,7,61.6,57.0,576,4.08,4.1,2.52,6.356107660695892,42.15456
6388,0.25,4,1,6,62.9,58.0,576,4.01,4.03,2.53,6.356107660695892,40.88555899999999
6389,0.36,3,2,2,60.2,58.0,576,4.6,4.63,2.78,6.356107660695892,59.20843999999999
6390,1.04,3,6,2,60.2,56.0,4036,6.61,6.54,3.96,8.3030093814735,171.18842400000003
6391,0.77,3,0,4,59.4,59.0,4037,5.96,6.0,3.55,8.30325712085294,126.948
6392,0.92,3,2,2,61.8,59.0,4037,6.21,6.25,3.85,8.30325712085294,149.428125
6393,0.92,4,2,2,62.9,56.0,4037,6.2,6.24,3.91,8.30325712085294,151.27008
6394,0.92,4,2,2,62.7,57.0,4037,6.14,6.2,3.87,8.30325712085294,147.32316
6395,1.0,4,2,3,62.9,59.0,4037,6.27,6.38,3.98,8.30325712085294,159.21034799999998
6396,1.02,3,4,2,59.1,60.0,4037,6.59,6.54,3.88,8.30325712085294,167.222568
6397,1.01,3,3,3,61.8,58.0,4038,6.39,6.36,3.94,8.303504798872783,160.123176
6398,1.01,3,3,3,62.1,61.0,4038,6.38,6.27,3.93,8.303504798872783,157.21021799999997
6399,1.01,3,3,3,63.0,58.0,4038,6.34,6.29,3.98,8.303504798872783,158.716828
6400,1.03,3,5,2,61.0,58.0,4038,6.52,6.47,3.96,8.303504798872783,167.050224
6401,1.03,0,4,3,67.0,61.0,4038,6.25,6.17,4.16,8.303504798872783,160.42000000000002
6402,1.01,2,3,3,61.2,57.0,4038,6.45,6.4,3.92,8.303504798872783,161.8176
6403,1.01,3,3,3,61.1,58.0,4038,6.39,6.37,3.9,8.303504798872783,158.74676999999997
6404,1.01,2,3,3,63.2,57.0,4038,6.33,6.28,3.99,8.303504798872783,158.612076
6405,1.03,3,4,3,62.1,59.0,4038,6.47,6.42,4.0,8.303504798872783,166.1496
6406,1.02,4,4,3,60.9,58.0,4039,6.41,6.53,3.94,8.303752415563412,164.917762
6407,1.02,4,4,3,61.1,61.0,4039,6.48,6.51,3.97,8.303752415563412,167.473656
6408,0.76,2,1,5,62.1,55.0,4039,5.84,5.88,3.64,8.303752415563412,124.994688
6409,0.77,2,0,4,62.2,55.0,4039,5.85,5.88,3.65,8.303752415563412,125.5527
6410,0.92,3,4,4,61.7,62.0,4039,6.2,6.12,3.8,8.303752415563412,144.1872
6411,1.13,3,1,3,59.4,62.0,4040,6.83,6.78,4.04,8.303999970955196,187.081896
6412,0.74,0,0,7,65.4,53.0,4040,5.73,5.71,3.74,8.303999970955196,122.366442
6413,0.91,4,0,2,63.1,61.0,4041,6.16,6.1,3.87,8.304247465078474,145.41912
6414,1.05,4,4,3,61.4,58.0,4042,6.54,6.58,4.03,8.304494897963567,173.423796
6415,1.0,4,4,3,62.5,58.0,4042,6.27,6.36,3.95,8.304494897963567,157.51494000000002
6416,0.71,2,1,7,62.0,53.9,4042,5.73,5.77,3.57,8.304494897963567,118.031697
6417,0.54,2,0,6,61.3,56.0,4042,5.24,5.26,3.22,8.304494897963567,88.750928
6418,1.0,1,5,2,65.6,56.0,4042,6.23,6.3,4.11,8.304494897963567,161.31339000000003
6419,1.02,3,2,3,61.0,58.0,4043,6.49,6.52,3.97,8.304742269640771,167.989756
6420,0.8,2,2,5,60.9,57.0,4043,5.98,6.04,3.66,8.304742269640771,132.196272
6421,0.8,2,2,5,62.1,56.0,4043,5.93,5.98,3.7,8.304742269640771,131.20718
6422,1.04,3,6,5,58.7,58.0,4043,6.68,6.61,3.9,8.304742269640771,172.20372
6423,0.9,2,4,5,62.4,56.0,4044,6.15,6.18,3.85,8.304989580140361,146.32694999999998
6424,0.9,3,4,5,60.6,60.0,4044,6.24,6.3,3.8,8.304989580140361,149.38559999999998
6425,1.01,3,1,3,60.6,58.0,4044,6.47,6.53,3.94,8.304989580140361,166.461454
6426,1.01,2,1,3,61.7,57.0,4044,6.5,6.47,4.0,8.304989580140361,168.22
6427,0.9,2,3,3,61.4,56.0,4044,6.19,6.23,3.81,8.304989580140361,146.92769700000002
6428,1.02,3,0,3,61.3,62.0,4044,6.46,6.42,3.95,8.304989580140361,163.81914
6429,1.01,0,4,4,66.1,55.0,4044,6.28,6.24,4.14,8.304989580140361,162.235008
6430,1.02,3,0,3,62.3,58.0,4044,6.42,6.37,3.99,8.304989580140361,163.172646
6431,1.02,2,3,2,62.4,56.0,4044,6.42,6.37,3.99,8.304989580140361,163.172646
6432,1.02,2,0,3,62.5,57.0,4044,6.43,6.38,4.0,8.304989580140361,164.09359999999998
6433,1.02,0,3,2,64.5,56.0,4044,6.3,6.23,4.04,8.304989580140361,158.56596000000002
6434,1.2,0,3,3,65.5,59.0,4044,6.73,6.53,4.34,8.304989580140361,190.72954600000003
6435,0.91,3,3,2,62.6,58.0,4045,6.14,6.17,3.85,8.305236829492593,145.85263
6436,0.91,4,3,2,62.8,58.0,4045,6.15,6.18,3.87,8.305236829492593,147.08709
6437,0.91,3,3,2,62.2,59.0,4045,6.15,6.19,3.84,8.305236829492593,146.18304000000003
6438,0.91,3,3,2,61.8,60.0,4045,6.18,6.21,3.83,8.305236829492593,146.986974
6439,1.29,4,3,3,63.2,54.0,4045,6.96,6.94,4.39,8.305236829492593,212.047536
6440,1.09,3,6,2,62.3,59.0,4046,6.55,6.59,4.09,8.305484017727691,176.542805
6441,0.79,2,4,1,61.3,56.0,4046,5.96,5.98,3.66,8.305484017727691,130.44532800000002
6442,1.01,4,5,3,63.7,56.0,4047,6.33,6.38,4.05,8.305731144875866,163.56087
6443,0.9,3,2,2,62.3,58.0,4047,6.18,6.12,3.83,8.305731144875866,144.85672799999998
6444,0.72,2,0,4,61.7,56.0,4047,5.77,5.81,3.57,8.305731144875866,119.679609
6445,1.01,1,3,3,59.2,65.0,4047,6.35,6.41,3.78,8.305731144875866,153.85923
6446,1.01,0,3,3,58.3,62.0,4047,6.46,6.5,3.78,8.305731144875866,158.7222
6447,1.09,3,3,3,60.7,57.0,4047,6.72,6.62,4.06,8.305731144875866,180.614784
6448,1.1,2,4,5,62.6,57.0,4048,6.61,6.56,4.12,8.305978210967302,178.64979200000002
6449,0.91,4,2,2,62.3,60.0,4049,6.08,6.15,3.81,8.30622521603216,142.46352000000002
6450,0.91,2,3,2,61.8,57.0,4049,6.16,6.2,3.82,8.30622521603216,145.89344
6451,1.01,1,2,3,65.7,58.0,4049,6.12,6.2,4.05,8.30622521603216,153.6732
6452,1.14,4,2,0,61.3,55.8,4050,6.74,6.76,4.13,8.306472160100585,188.172712
6453,0.93,3,4,5,61.0,60.0,4050,6.29,6.26,3.82,8.306472160100585,150.414028
6454,1.23,1,0,0,63.7,58.0,4050,6.79,6.72,4.3,8.306472160100585,196.20384
6455,0.91,3,0,3,61.5,56.0,4051,6.27,6.22,3.84,8.30671904320269,149.75769599999998
6456,0.91,3,0,3,62.2,59.0,4051,6.23,6.19,3.86,8.30671904320269,148.855882
6457,0.91,3,0,3,61.1,60.0,4051,6.29,6.24,3.83,8.30671904320269,150.32596800000002
6458,1.01,4,4,2,62.5,58.0,4052,6.37,6.42,4.0,8.306965865368573,163.5816
6459,0.99,1,2,3,63.3,54.0,4052,6.36,6.43,4.05,8.306965865368573,165.62394
6460,0.9,3,3,5,62.8,60.0,4052,6.14,6.08,3.84,8.306965865368573,143.35180799999998
6461,0.71,2,1,4,61.1,57.0,4053,5.74,5.78,3.52,8.307212626628308,116.783744
6462,0.71,2,1,4,61.9,56.0,4053,5.7,5.73,3.54,8.307212626628308,115.61994
6463,0.8,2,1,2,61.1,56.0,4053,5.98,6.01,3.66,8.307212626628308,131.539668
6464,1.0,1,2,3,61.8,58.0,4053,6.43,6.48,3.99,8.307212626628308,166.248936
6465,0.94,0,2,2,56.8,67.0,4053,6.56,6.44,3.69,8.307212626628308,155.889216
6466,1.17,1,6,2,63.9,55.0,4054,6.66,6.73,4.28,8.307459327011946,191.837304
6467,0.9,4,1,2,61.8,60.0,4054,6.14,6.2,3.81,8.307459327011946,145.03907999999998
6468,0.9,4,1,2,62.2,60.0,4054,6.14,6.17,3.83,8.307459327011946,145.094954
6469,0.9,4,2,2,59.8,54.0,4054,6.25,6.32,3.76,8.307459327011946,148.51999999999998
6470,0.9,4,2,2,63.3,57.0,4054,6.1,6.16,3.88,8.307459327011946,145.79488
6471,0.91,4,2,3,60.9,58.0,4054,6.28,6.2,3.8,8.307459327011946,147.9568
6472,1.03,2,6,3,62.4,56.0,4054,6.44,6.48,4.03,8.307459327011946,168.17673600000003
6473,0.9,2,2,2,62.5,56.0,4054,6.13,6.16,3.84,8.307459327011946,145.001472
6474,0.88,2,2,2,62.3,53.0,4054,6.12,6.15,3.82,8.307459327011946,143.77716
6475,0.9,1,3,5,62.1,59.0,4054,6.02,6.16,3.78,8.307459327011946,140.17449599999998
6476,0.9,1,1,2,62.4,62.0,4054,6.13,6.17,3.84,8.307459327011946,145.236864
6477,1.01,3,1,3,62.8,57.0,4054,6.41,6.36,4.01,8.307459327011946,163.478076
6478,1.11,0,6,3,64.8,55.1,4056,6.44,6.55,4.21,8.30795254527102,177.58622
6479,1.02,3,2,3,61.1,62.0,4057,6.54,6.49,3.98,8.308199063206446,168.929508
6480,1.06,4,3,3,63.4,61.0,4057,6.46,6.37,4.07,8.308199063206446,167.481314
6481,0.9,0,1,5,65.0,55.0,4057,6.11,6.04,3.95,8.308199063206446,145.77238000000003
6482,1.22,4,6,3,62.2,60.0,4058,6.77,6.89,4.25,8.30844552038576,198.242525
6483,1.24,0,3,3,65.7,57.0,4058,6.72,6.68,4.4,8.30844552038576,197.51424
6484,0.9,4,3,2,62.7,59.0,4059,6.12,6.17,3.85,8.308691916838898,145.37753999999998
6485,1.04,2,6,2,60.8,57.0,4059,6.54,6.59,3.99,8.308691916838898,171.963414
6486,0.9,2,3,2,62.4,57.0,4059,6.15,6.19,3.85,8.308691916838898,146.56372500000003
6487,0.96,3,3,3,61.1,59.0,4059,6.32,6.28,3.85,8.308691916838898,152.80496000000002
6488,1.03,4,3,3,63.1,58.0,4060,6.41,6.37,4.03,8.308938252595778,164.55175100000002
6489,1.01,1,3,3,63.7,59.0,4060,6.31,6.38,4.04,8.308938252595778,162.64151199999998
6490,0.96,4,0,3,60.0,60.0,4060,6.43,6.47,3.87,8.308938252595778,161.000127
6491,1.25,4,4,3,63.5,57.0,4060,6.73,6.65,4.25,8.308938252595778,190.20662500000003
6492,1.06,1,4,2,57.2,60.0,4060,6.84,6.74,3.88,8.308938252595778,178.87420799999998
6493,1.02,3,5,3,62.2,58.0,4061,6.41,6.36,3.97,8.309184527686298,161.847372
6494,0.9,1,2,2,63.9,59.0,4062,6.06,6.09,3.88,8.30943074214033,143.192952
6495,0.9,3,2,2,60.4,59.0,4062,6.29,6.32,3.81,8.30943074214033,151.458168
6496,0.9,4,1,5,61.1,63.0,4062,6.2,6.17,3.78,8.30943074214033,144.60011999999998
6497,0.89,2,3,7,61.7,55.0,4062,6.22,6.19,3.83,8.30943074214033,147.461894
6498,0.93,3,3,2,61.0,59.0,4062,6.34,6.28,3.85,8.30943074214033,153.28852
6499,0.9,3,1,5,62.3,55.0,4062,6.18,6.14,3.84,8.30943074214033,145.709568
6500,0.97,3,2,3,61.9,58.0,4063,6.31,6.35,3.92,8.309676895987726,157.06851999999998
6501,0.97,4,2,3,59.9,59.0,4063,6.38,6.45,3.84,8.309676895987726,158.01984000000002
6502,0.97,0,2,2,56.4,66.0,4063,6.59,6.54,3.7,8.309676895987726,159.46482
6503,0.9,3,4,4,61.8,56.0,4064,6.18,6.16,3.81,8.309922989258318,145.042128
6504,0.9,4,4,5,62.1,60.0,4064,6.11,6.2,3.82,8.309922989258318,144.70924000000002
6505,1.01,4,0,3,62.9,59.0,4064,6.29,6.37,3.98,8.309922989258318,159.46785400000002
6506,1.01,1,3,2,63.1,55.0,4064,6.31,6.33,3.99,8.309922989258318,159.369777
6507,1.01,4,3,2,62.3,59.0,4064,6.34,6.37,3.96,8.309922989258318,159.927768
6508,0.96,4,4,2,63.1,58.0,4064,6.2,6.25,3.93,8.309922989258318,152.2875
6509,0.9,3,4,4,63.0,59.0,4064,6.13,6.1,3.85,8.309922989258318,143.96305
6510,1.12,3,6,2,62.3,57.0,4064,6.72,6.61,4.15,8.309922989258318,184.33968000000004
6511,1.12,3,6,2,62.7,55.0,4064,6.65,6.61,4.16,8.309922989258318,182.85904
6512,1.44,3,6,3,58.2,58.0,4064,7.39,7.35,4.29,8.309922989258318,233.017785
6513,0.9,2,4,4,61.2,57.0,4064,6.28,6.24,3.83,8.309922989258318,150.08697600000002
6514,0.9,3,4,4,61.5,59.0,4064,6.19,6.13,3.79,8.309922989258318,143.810413
6515,1.12,3,4,3,62.4,58.0,4065,6.58,6.63,4.12,8.310169021981912,179.736648
6516,1.1,1,1,3,63.3,56.0,4065,6.53,6.58,4.15,8.310169021981912,178.31471000000005
6517,0.92,2,2,3,62.0,54.0,4065,6.26,6.32,3.9,8.310169021981912,154.29648
6518,1.0,1,0,3,64.3,59.0,4065,6.21,6.3,4.02,8.310169021981912,157.27445999999998
6519,0.91,4,4,4,61.7,56.0,4066,6.22,6.25,3.85,8.310414994188292,149.66875000000002
6520,0.91,4,4,4,62.7,63.0,4066,6.1,6.03,3.8,8.310414994188292,139.7754
6521,1.12,4,6,3,58.5,60.0,4066,6.83,6.89,4.01,8.310414994188292,188.705387
6522,1.1,4,3,3,63.4,56.0,4066,6.56,6.54,4.15,8.310414994188292,178.04496
6523,0.91,2,0,3,62.6,54.0,4067,6.22,6.25,3.9,8.310660905907225,151.61249999999998
6524,0.91,1,2,2,58.0,57.0,4067,6.36,6.47,3.72,8.310660905907225,153.075024
6525,0.9,4,0,2,62.4,63.0,4068,6.15,6.18,3.85,8.31090675716845,146.32694999999998
6526,0.9,4,0,2,61.8,61.0,4068,6.16,6.2,3.82,8.31090675716845,145.89344
6527,0.9,4,0,2,62.5,63.0,4068,6.11,6.14,3.83,8.31090675716845,143.683982
6528,0.9,4,0,2,61.1,63.0,4068,6.17,6.21,3.78,8.31090675716845,144.83334599999998
6529,0.9,1,0,2,63.2,62.0,4068,6.06,6.13,3.85,8.31090675716845,143.01903
6530,0.9,4,0,2,62.8,59.0,4068,6.06,6.1,3.82,8.31090675716845,141.21011999999996
